0.28	0.27	0.29427	0.00567	0.02143024498226747
0.27	0.26	0.34347	0.00609	0.02038008096156637
0.26	0.25	0.36536	0.00614	0.021146862651466765
0.25	0.24	0.43088	0.00691	0.025051794346912556
0.24	0.22999999999999998	0.46923	0.00709	0.02167824946807283
0.22999999999999998	0.21999999999999997	0.54584	0.0079	0.021241631293288186
0.21999999999999997	0.20999999999999996	0.59942	0.00814	0.02351540984120838
0.20999999999999996	0.19999999999999996	0.66087	0.00856	0.035666237536359224
0.19999999999999996	0.18999999999999995	0.768	0.00928	0.033898820038461515
0.18999999999999995	0.18000000000000005	0.857	0.00974	0.03591334292432271
0.18000000000000005	0.17000000000000004	0.98079	0.0106	0.048569729255988243
0.17000000000000004	0.16000000000000003	1.1127	0.01125	0.053982938971493574
0.16000000000000003	0.15000000000000002	1.27035	0.01209	0.06131609658156657
0.15000000000000002	0.14	1.43939	0.01339	0.052887829412824265
0.16	0.18	1.074	0.011	0.011
0.18	0.2	0.8262	0.01	0.0083
0.2	0.25	0.5525	0.0051	0.0065
0.29000000000000004	0.25	0.313	0.011	0.039
0.25	0.20999999999999996	0.463	0.017	0.059
0.20999999999999996	0.17500000000000004	0.812	0.032	0.09
0.17500000000000004	0.14500000000000002	1.126	0.032	0.105
0.14500000000000002	0.11499999999999999	1.746	0.043	0.126
0.30000000000000004	0.275	0.237	0.003	0.005
0.275	0.25	0.339	0.004	0.006
0.25	0.22499999999999998	0.477	0.005	0.011
0.22499999999999998	0.19999999999999996	0.627	0.005	0.013
0.19999999999999996	0.17500000000000004	0.838	0.006	0.014
0.17500000000000004	0.15000000000000002	1.169	0.008	0.02
0.15000000000000002	0.125	1.598	0.009	0.042
0.28	0.24	0.389	0.034	0.085
0.24	0.19999999999999996	0.623	0.051	0.104
0.19999999999999996	0.18000000000000005	0.842	0.075	0.103
0.18000000000000005	0.16000000000000003	1.182	0.092	0.092
0.16000000000000003	0.14	1.405	0.092	0.071
0.15	0.22	0.91	0.005	0.019
0.16	0.2	0.917	0.025	0.028
0.2	0.26	0.495	0.015	0.025
