0.0000	0.0256 	0.068	0.002	0.025
0.0256	0.0512 	2.447	0.013	0.522
0.0512	0.0768 	8.014	0.030	0.405
0.0768	0.1024 	6.694	0.029	0.118
0.1024	0.1280 	4.830	0.025	0.061
0.1280	0.1536 	3.564	0.022	0.068
0.1536	0.1792 	2.719	0.020	0.080
0.1792	0.2048 	2.153	0.018	0.068
0.2048	0.2304 	1.735	0.016	0.051
0.2304	0.2560 	1.402	0.014	0.035
0.2560	0.2816 	1.107	0.013	0.049
0.2816	0.3072 	0.883	0.012	0.025
0.3072	0.3328 	0.749	0.010	0.024
0.3328	0.3584 	0.618	0.010	0.028
0.3584	0.3840 	0.501	0.009	0.028
0.3840	0.4096 	0.399	0.008	0.011
0.4096	0.4352 	0.357	0.008	0.012
0.4352	0.4608 	0.269	0.006	0.021
0.4608	0.4864 	0.200	0.006	0.022
0.4864	0.5120 	0.162	0.005	0.020
0.5120	0.5376 	0.092	0.004	0.022
0.5376	0.5632 	0.046	0.002	0.014
0.5632	0.5888 	0.031	0.002	0.011
0.5888	0.6144 	0.011	0.001	0.006
0.6144	0.6400	0.014	0.002	0.007
