0.0000	0.0128 	11.755	0.049	0.638
0.0128	0.0256	24.076	0.078	1.273
0.0256	0.0384	12.958	0.056	0.285
0.0384	0.0512	7.486	0.044	0.281
0.0512	0.0640	5.040	0.037	0.112
0.0640	0.0768	3.675	0.032	0.107
0.0768	0.0896	2.691	0.028	0.091
0.0896	0.1024	2.123	0.024	0.078
0.1024	0.1152	1.620	0.022	0.023
0.1152	0.1280	1.324	0.020	0.049
0.1280	0.1408	1.106	0.018	0.037
0.1408	0.1536	0.910	0.017	0.026
0.1536	0.1664	0.765	0.015	0.029
0.1664	0.1792	0.616	0.014	0.030
0.1792	0.1920	0.487	0.012	0.034
0.1920	0.2048	0.398	0.011	0.031
0.2048	0.2176	0.361	0.010	0.046
0.2176	0.2304	0.249	0.008	0.044
0.2304	0.2432	0.168	0.007	0.033
0.2432	0.2560	0.131	0.007	0.030
0.2560	0.2688	0.100	0.006	0.023
0.2688	0.2816	0.043	0.004	0.020
0.2816	0.2944	0.024	0.003	0.007
0.2944	0.3072	0.016	0.003	0.009
0.3072	0.3200	0.004	0.002	0.002
