0.0000	0.0100	19.319 	0.074 	0.661
0.0100	0.0200	30.001	0.099	1.498
0.0200	0.0300 	15.606	0.070	0.416
0.0300	0.0400 	8.923	0.053	0.365
0.0400	0.0500 	5.911	0.045	0.155
0.0500	0.0600 	4.272	0.039	0.161
0.0600	0.0700 	3.294	0.034	0.063
0.0700	0.0800 	2.509	0.030	0.073
0.0800	0.0900 	1.856	0.026	0.069
0.0900	0.1000 	1.653	0.025	0.051
0.1000	0.1100 	1.324	0.023	0.052
0.1100	0.1200 	1.097	0.021	0.050
0.1200	0.1300 	0.954	0.020	0.055
0.1300	0.1400 	0.752	0.017	0.034
0.1400	0.1500 	0.633 	0.016	0.045
0.1500	0.1600 	0.535	0.015	0.060
0.1600	0.1700 	0.391	0.013	0.051
0.1700	0.1800 	0.335	0.011	0.050
0.1800	0.1900 	0.210	0.009	0.041
0.1900	0.2000 	0.150	0.009	0.039
0.2000	0.2100 	0.112	0.007	0.029
0.2100	0.2200 	0.070	0.006	0.026
0.2200	0.2300 	0.047	0.005	0.022
0.2300	0.2400 	0.018	0.003	0.008
0.2400	0.2500	0.027	0.006	0.011
