0.0000	0.0216 	0.392	0.005	0.177
0.0216	0.0432 	8.134	0.031	0.361
0.0432	0.0648 	10.226	0.040	0.371
0.0648	0.0864 	6.697	0.032	0.122
0.0864	0.1080 	4.703	0.027	0.072
0.1080	0.1296 	3.390	0.024	0.120
0.1296	0.1512 	2.584	0.021	0.064
0.1512	0.1728 	2.074	0.019	0.042
0.1728	0.1944 	1.622	0.017	0.035
0.1944	0.2160 	1.272	0.019	0.054
0.2160	0.2376 	0.995	0.013	0.041
0.2376	0.2592 	0.900	0.013	0.026
0.2592	0.2808 	0.703	0.011	0.028
0.2808	0.3024 	0.569	0.010	0.036
0.3024	0.3240 	0.474	0.009	0.016
0.3240	0.3456 	0.408	0.009	0.016
0.3456	0.3672 	0.326	0.008	0.020
0.3672	0.3888 	0.251	0.007	0.028
0.3888	0.4104 	0.216	0.006	0.027
0.4104	0.4320 	0.153	0.005	0.026
0.4320	0.4536 	0.090	0.004	0.023
0.4536	0.4752 	0.059	0.003	0.016
0.4752	0.4968 	0.031	0.002	0.013
0.4968	0.5184 	0.015	0.002	0.005
0.5184	0.5400	0.015	0.003	0.007
