0.05	0.075	5.057	0.615	0.376
0.075	0.1	2.763	0.439	0.144
0.1	0.125	2.046	0.352	0.189
0.125	0.15	1.552	0.303	0.063
0.15	0.175	0.833	0.216	0.082
0.175	0.2	0.367	0.136	0.012
0.2	0.225	0.461	0.141	0.039
0.225	0.25	0.257	0.107	0.052
0.25	0.275	0.329	0.127	0.063
0.275	0.3	0.125	0.087	0.047
0.3	0.325	0.05	0.05	0.001
