0.075	0.085	0.065	4.475	0.068	-0.068	0.299	-0.299
0.1	0.115	0.085	2.707	0.067	-0.067	0.156	-0.156
0.13	0.145	0.115	1.746	0.043	-0.043	0.126	-0.126
0.16	0.175	0.145	1.126	0.032	-0.032	0.105	-0.105
0.1925	0.21	0.175	0.812	0.032	-0.032	0.09	-0.09
0.23	0.25	0.21	0.463	0.017	-0.017	0.059	-0.059
0.27	0.29	0.25	0.313	0.011	-0.011	0.039	-0.039
0.31	0.33	0.29	0.184	0.009	-0.009	0.025	-0.025
