0.0875	0.1	0.075	3.614	0.012	-0.012	0.059	-0.059
0.1125	0.125	0.1	2.329	0.01	-0.01	0.038	-0.038
0.1375	0.15	0.125	1.598	0.009	-0.009	0.042	-0.042
0.1625	0.175	0.15	1.169	0.008	-0.008	0.02	-0.02
0.1875	0.2	0.175	0.838	0.006	-0.006	0.014	-0.014
0.2125	0.225	0.2	0.627	0.005	-0.005	0.013	-0.013
0.2375	0.25	0.225	0.477	0.005	-0.005	0.011	-0.011
0.2625	0.275	0.25	0.339	0.004	-0.004	0.006	-0.006
0.2875	0.3	0.275	0.237	0.003	-0.003	0.005	-0.005
0.3125	0.325	0.3	0.155	0.003	-0.003	0.003	-0.003
